bioproject,sample,run,read1,read2
PRJNA498500,GSM3447018,SRR8112656,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112656_GSM3447018_Patient_26_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112656_GSM3447018_Patient_26_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447019,SRR8112657,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112657_GSM3447019_Patient_27_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112657_GSM3447019_Patient_27_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447020,SRR8112658,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112658_GSM3447020_Patient_28_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112658_GSM3447020_Patient_28_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447021,SRR8112659,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112659_GSM3447021_Patient_33_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112659_GSM3447021_Patient_33_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447022,SRR8112660,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112660_GSM3447022_Patient_2_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112660_GSM3447022_Patient_2_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447023,SRR8112661,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112661_GSM3447023_Patient_10_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112661_GSM3447023_Patient_10_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447024,SRR8112662,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112662_GSM3447024_Patient_11_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112662_GSM3447024_Patient_11_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447025,SRR8112663,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112663_GSM3447025_Patient_14_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112663_GSM3447025_Patient_14_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447026,SRR8112664,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112664_GSM3447026_Patient_15_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112664_GSM3447026_Patient_15_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447027,SRR8112665,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112665_GSM3447027_Patient_17_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112665_GSM3447027_Patient_17_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447028,SRR8112666,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112666_GSM3447028_Patient_20_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112666_GSM3447028_Patient_20_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447029,SRR8112667,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112667_GSM3447029_Patient_21_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112667_GSM3447029_Patient_21_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447030,SRR8112668,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112668_GSM3447030_Patient_22_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112668_GSM3447030_Patient_22_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447031,SRR8112669,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112669_GSM3447031_Patient_24_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112669_GSM3447031_Patient_24_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447032,SRR8112670,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112670_GSM3447032_Patient_29_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112670_GSM3447032_Patient_29_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447033,SRR8112671,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112671_GSM3447033_Patient_31_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112671_GSM3447033_Patient_31_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447034,SRR8112672,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112672_GSM3447034_Patient_35_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112672_GSM3447034_Patient_35_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447035,SRR8112673,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112673_GSM3447035_Patient_30_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112673_GSM3447035_Patient_30_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA498500,GSM3447036,SRR8112674,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112674_GSM3447036_Patient_34_tumor_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA498500/fastq/SRR8112674_GSM3447036_Patient_34_tumor_Homo_sapiens_RNA-Seq_2.fastq.gz
