bioproject,sample,run,read1,read2
PRJNA693857,GSM5029348,SRR13500381,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500381_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500381_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029348,SRR13500382,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500382_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500382_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029348,SRR13500383,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500383_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500383_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029348,SRR13500384,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500384_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500384_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029348,SRR13500385,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500385_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500385_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029348,SRR13500386,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500386_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500386_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029348,SRR13500387,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500387_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500387_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029348,SRR13500388,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500388_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500388_GSM5029348_NR4810_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029349,SRR13500389,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500389_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500389_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029349,SRR13500390,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500390_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500390_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029349,SRR13500391,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500391_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500391_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029349,SRR13500392,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500392_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500392_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029349,SRR13500393,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500393_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500393_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029349,SRR13500394,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500394_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500394_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029349,SRR13500395,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500395_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500395_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029349,SRR13500396,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500396_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500396_GSM5029349_NR4949_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029350,SRR13500397,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500397_GSM5029350_NR9449_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500397_GSM5029350_NR9449_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029351,SRR13500398,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500398_GSM5029351_NR9521_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500398_GSM5029351_NR9521_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029352,SRR13500399,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500399_GSM5029352_NR9705_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500399_GSM5029352_NR9705_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029352,SRR13500400,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500400_GSM5029352_NR9705_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500400_GSM5029352_NR9705_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029353,SRR13500401,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500401_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500401_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029353,SRR13500402,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500402_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500402_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029353,SRR13500403,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500403_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500403_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029353,SRR13500404,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500404_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500404_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029353,SRR13500405,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500405_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500405_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029353,SRR13500406,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500406_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500406_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029353,SRR13500407,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500407_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500407_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029353,SRR13500408,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500408_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500408_GSM5029353_SD0346_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029354,SRR13500409,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500409_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500409_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029354,SRR13500410,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500410_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500410_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029354,SRR13500411,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500411_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500411_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029354,SRR13500412,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500412_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500412_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029354,SRR13500413,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500413_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500413_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029354,SRR13500414,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500414_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500414_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029354,SRR13500415,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500415_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500415_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029354,SRR13500416,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500416_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500416_GSM5029354_SD5038_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029355,SRR13500417,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500417_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500417_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029355,SRR13500418,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500418_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500418_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029355,SRR13500419,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500419_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500419_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029355,SRR13500420,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500420_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500420_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029355,SRR13500421,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500421_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500421_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029355,SRR13500422,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500422_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500422_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029355,SRR13500423,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500423_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500423_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA693857,GSM5029355,SRR13500424,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500424_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA693857/fastq/SRR13500424_GSM5029355_SD6336.1_Homo_sapiens_RNA-Seq_2.fastq.gz
