bioproject,sample,run,read1,read2
PRJNA356761,GSM2420278,SRR5088832,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088832_GSM2420278_Pt89_On_AE070987-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088832_GSM2420278_Pt89_On_AE070987-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420279,SRR5088833,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088833_GSM2420279_Pt93_On_AE070988-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088833_GSM2420279_Pt93_On_AE070988-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420280,SRR5088834,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088834_GSM2420280_Pt101_Pre_AD486328-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088834_GSM2420280_Pt101_Pre_AD486328-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420281,SRR5088835,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088835_GSM2420281_Pt101_On_AD681975-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088835_GSM2420281_Pt101_On_AD681975-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420282,SRR5088836,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088836_GSM2420282_Pt47_Pre_AD506073-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088836_GSM2420282_Pt47_Pre_AD506073-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420283,SRR5088837,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088837_GSM2420283_Pt47_On_AD530367-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088837_GSM2420283_Pt47_On_AD530367-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420284,SRR5088838,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088838_GSM2420284_Pt52_On_AD530365-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088838_GSM2420284_Pt52_On_AD530365-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420285,SRR5088839,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088839_GSM2420285_Pt52_Pre_AD506075-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088839_GSM2420285_Pt52_Pre_AD506075-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420286,SRR5088840,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088840_GSM2420286_Pt67_Pre_AD506074-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088840_GSM2420286_Pt67_Pre_AD506074-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420287,SRR5088841,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088841_GSM2420287_Pt67_On_AD530366-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088841_GSM2420287_Pt67_On_AD530366-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420288,SRR5088842,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088842_GSM2420288_Pt94_On_AE373242-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088842_GSM2420288_Pt94_On_AE373242-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420289,SRR5088843,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088843_GSM2420289_Pt94_Pre_AD732850-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088843_GSM2420289_Pt94_Pre_AD732850-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420290,SRR5088844,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088844_GSM2420290_Pt105_On_AE373241-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088844_GSM2420290_Pt105_On_AE373241-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420291,SRR5088845,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088845_GSM2420291_Pt108_On_AE373243-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088845_GSM2420291_Pt108_On_AE373243-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420292,SRR5088846,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088846_GSM2420292_Pt77_Pre_AD733591-7_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088846_GSM2420292_Pt77_Pre_AD733591-7_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420293,SRR5088847,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088847_GSM2420293_Pt77_On_AD733629-8_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088847_GSM2420293_Pt77_On_AD733629-8_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420294,SRR5088848,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088848_GSM2420294_Pt79_On_AD733628-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088848_GSM2420294_Pt79_On_AD733628-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420295,SRR5088849,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088849_GSM2420295_Pt79_Pre_AD733587-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088849_GSM2420295_Pt79_Pre_AD733587-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420296,SRR5088850,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088850_GSM2420296_Pt84_Pre_AD486532-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088850_GSM2420296_Pt84_Pre_AD486532-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420297,SRR5088851,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088851_GSM2420297_Pt84_On_AD495199-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088851_GSM2420297_Pt84_On_AD495199-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420298,SRR5088852,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088852_GSM2420298_Pt87_On_AD495198-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088852_GSM2420298_Pt87_On_AD495198-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420299,SRR5088853,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088853_GSM2420299_Pt98_Pre_AD733586-8_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088853_GSM2420299_Pt98_Pre_AD733586-8_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420300,SRR5088854,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088854_GSM2420300_Pt98_On_AE086717-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088854_GSM2420300_Pt98_On_AE086717-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420301,SRR5088855,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088855_GSM2420301_Pt62_On_AD635728-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088855_GSM2420301_Pt62_On_AD635728-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420302,SRR5088856,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088856_GSM2420302_Pt62_Pre_AD608303-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088856_GSM2420302_Pt62_Pre_AD608303-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420303,SRR5088857,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088857_GSM2420303_Pt65_Pre_AD793919-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088857_GSM2420303_Pt65_Pre_AD793919-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420304,SRR5088858,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088858_GSM2420304_Pt65_On_AD796996-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088858_GSM2420304_Pt65_On_AD796996-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420305,SRR5088859,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088859_GSM2420305_Pt68_On_AD635729-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088859_GSM2420305_Pt68_On_AD635729-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420306,SRR5088860,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088860_GSM2420306_Pt69_On_AD635730-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088860_GSM2420306_Pt69_On_AD635730-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420307,SRR5088861,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088861_GSM2420307_Pt72_Pre_AD793922-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088861_GSM2420307_Pt72_Pre_AD793922-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420308,SRR5088862,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088862_GSM2420308_Pt78_On_AE148748-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088862_GSM2420308_Pt78_On_AE148748-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420310,SRR5088864,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088864_GSM2420310_Pt78_Pre_AD467018-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088864_GSM2420310_Pt78_Pre_AD467018-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420311,SRR5088865,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088865_GSM2420311_Pt80_On_AD467874-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088865_GSM2420311_Pt80_On_AD467874-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420312,SRR5088866,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088866_GSM2420312_Pt90_Pre_AD467873-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088866_GSM2420312_Pt90_Pre_AD467873-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420313,SRR5088867,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088867_GSM2420313_Pt92_Pre_AE134060-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088867_GSM2420313_Pt92_Pre_AE134060-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420316,SRR5088870,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088870_GSM2420316_Pt92_On_AE148750-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088870_GSM2420316_Pt92_On_AE148750-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420317,SRR5088871,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088871_GSM2420317_Pt103_On_AE134059-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088871_GSM2420317_Pt103_On_AE134059-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420318,SRR5088872,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088872_GSM2420318_Pt103_Pre_AE134058-2_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088872_GSM2420318_Pt103_Pre_AE134058-2_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420319,SRR5088873,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088873_GSM2420319_Pt109_On_AE527955-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088873_GSM2420319_Pt109_On_AE527955-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420320,SRR5088874,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088874_GSM2420320_Pt109_On_AE527955-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088874_GSM2420320_Pt109_On_AE527955-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420323,SRR5088877,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088877_GSM2420323_Pt3_On_E9047638-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088877_GSM2420323_Pt3_On_E9047638-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420324,SRR5088878,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088878_GSM2420324_Pt3_Pre_E9024733-3_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088878_GSM2420324_Pt3_Pre_E9024733-3_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420325,SRR5088879,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088879_GSM2420325_Pt4_On_E9047643-7_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088879_GSM2420325_Pt4_On_E9047643-7_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420326,SRR5088880,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088880_GSM2420326_Pt4_Pre_E9021023-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088880_GSM2420326_Pt4_Pre_E9021023-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420328,SRR5088882,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088882_GSM2420328_Pt5_On_E9047635-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088882_GSM2420328_Pt5_On_E9047635-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420329,SRR5088883,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088883_GSM2420329_Pt5_Pre_E9021022-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088883_GSM2420329_Pt5_Pre_E9021022-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420331,SRR5088885,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088885_GSM2420331_Pt9_Pre_E9021024-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088885_GSM2420331_Pt9_Pre_E9021024-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420332,SRR5088886,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088886_GSM2420332_Pt9_On_E9047644-7_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088886_GSM2420332_Pt9_On_E9047644-7_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420333,SRR5088887,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088887_GSM2420333_Pt10_Pre_E9047565-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088887_GSM2420333_Pt10_Pre_E9047565-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420334,SRR5088888,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088888_GSM2420334_Pt10_On_E9047632-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088888_GSM2420334_Pt10_On_E9047632-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420335,SRR5088889,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088889_GSM2420335_Pt17_On_E9261162-5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088889_GSM2420335_Pt17_On_E9261162-5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420336,SRR5088890,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088890_GSM2420336_Pt17_Pre_E9047563-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088890_GSM2420336_Pt17_Pre_E9047563-6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA356761,GSM2420337,SRR5088891,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088891_GSM2420337_Pt18_Pre_E9024732-6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA356761/fastq/SRR5088891_GSM2420337_Pt18_Pre_E9024732-6_Homo_sapiens_RNA-Seq_2.fastq.gz
