bioproject,sample,run,read1,read2
PRJNA694637,GSM5033957,SRR13521154,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521154_GSM5033957_Patient_tumor_sample_9_resection_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033958,SRR13521155,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521155_GSM5033958_Patient_tumor_sample_10_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033958,SRR13521156,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521156_GSM5033958_Patient_tumor_sample_10_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033958,SRR13521157,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521157_GSM5033958_Patient_tumor_sample_10_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033958,SRR13521158,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521158_GSM5033958_Patient_tumor_sample_10_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033958,SRR13521159,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521159_GSM5033958_Patient_tumor_sample_10_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033959,SRR13521160,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521160_GSM5033959_Patient_tumor_sample_10_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033959,SRR13521161,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521161_GSM5033959_Patient_tumor_sample_10_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033959,SRR13521162,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521162_GSM5033959_Patient_tumor_sample_10_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033959,SRR13521163,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521163_GSM5033959_Patient_tumor_sample_10_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033959,SRR13521164,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521164_GSM5033959_Patient_tumor_sample_10_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033960,SRR13521165,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521165_GSM5033960_Patient_tumor_sample_11_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033960,SRR13521166,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521166_GSM5033960_Patient_tumor_sample_11_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033960,SRR13521167,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521167_GSM5033960_Patient_tumor_sample_11_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033960,SRR13521168,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521168_GSM5033960_Patient_tumor_sample_11_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033960,SRR13521169,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521169_GSM5033960_Patient_tumor_sample_11_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033961,SRR13521170,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521170_GSM5033961_Patient_tumor_sample_11_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033961,SRR13521171,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521171_GSM5033961_Patient_tumor_sample_11_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033961,SRR13521172,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521172_GSM5033961_Patient_tumor_sample_11_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033961,SRR13521173,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521173_GSM5033961_Patient_tumor_sample_11_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033961,SRR13521174,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521174_GSM5033961_Patient_tumor_sample_11_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033962,SRR13521175,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521175_GSM5033962_Patient_tumor_sample_12_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033962,SRR13521176,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521176_GSM5033962_Patient_tumor_sample_12_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033962,SRR13521177,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521177_GSM5033962_Patient_tumor_sample_12_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033962,SRR13521178,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521178_GSM5033962_Patient_tumor_sample_12_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033962,SRR13521179,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521179_GSM5033962_Patient_tumor_sample_12_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033963,SRR13521180,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521180_GSM5033963_Patient_tumor_sample_12_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033963,SRR13521181,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521181_GSM5033963_Patient_tumor_sample_12_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033963,SRR13521182,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521182_GSM5033963_Patient_tumor_sample_12_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033963,SRR13521183,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521183_GSM5033963_Patient_tumor_sample_12_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033963,SRR13521184,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521184_GSM5033963_Patient_tumor_sample_12_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033964,SRR13521185,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521185_GSM5033964_Patient_tumor_sample_15_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033964,SRR13521186,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521186_GSM5033964_Patient_tumor_sample_15_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033964,SRR13521187,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521187_GSM5033964_Patient_tumor_sample_15_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033964,SRR13521188,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521188_GSM5033964_Patient_tumor_sample_15_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033964,SRR13521189,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521189_GSM5033964_Patient_tumor_sample_15_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033965,SRR13521190,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521190_GSM5033965_Patient_tumor_sample_15_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033965,SRR13521191,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521191_GSM5033965_Patient_tumor_sample_15_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033965,SRR13521192,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521192_GSM5033965_Patient_tumor_sample_15_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033965,SRR13521193,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521193_GSM5033965_Patient_tumor_sample_15_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033965,SRR13521194,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521194_GSM5033965_Patient_tumor_sample_15_on_treatment_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033966,SRR13521195,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521195_GSM5033966_Patient_tumor_sample_17_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
PRJNA694637,GSM5033966,SRR13521196,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA694637/fastq/SRR13521196_GSM5033966_Patient_tumor_sample_17_baseline_Homo_sapiens_RNA-Seq_1.fastq.gz,
