bioproject,sample,run,read1,read2
PRJNA312948,GSM2069833,SRR3184289,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184289_GSM2069833_Pt13_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184289_GSM2069833_Pt13_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069834,SRR3184290,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184290_GSM2069834_Pt14_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184290_GSM2069834_Pt14_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069835,SRR3184291,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184291_GSM2069835_Pt15_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184291_GSM2069835_Pt15_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069836,SRR3184292,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184292_GSM2069836_Pt16_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184292_GSM2069836_Pt16_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069837,SRR3184293,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184293_GSM2069837_Pt19_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184293_GSM2069837_Pt19_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069838,SRR3184294,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184294_GSM2069838_Pt20_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184294_GSM2069838_Pt20_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069839,SRR3184295,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184295_GSM2069839_Pt22_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184295_GSM2069839_Pt22_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069840,SRR3184296,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184296_GSM2069840_Pt23_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184296_GSM2069840_Pt23_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069841,SRR3184297,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184297_GSM2069841_Pt25_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184297_GSM2069841_Pt25_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069842,SRR3184298,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184298_GSM2069842_Pt27A_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184298_GSM2069842_Pt27A_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069843,SRR3184299,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184299_GSM2069843_Pt27B_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184299_GSM2069843_Pt27B_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069844,SRR3184300,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184300_GSM2069844_Pt28_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184300_GSM2069844_Pt28_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069845,SRR3184301,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184301_GSM2069845_Pt29_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184301_GSM2069845_Pt29_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069846,SRR3184302,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184302_GSM2069846_Pt31_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184302_GSM2069846_Pt31_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069847,SRR3184303,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184303_GSM2069847_Pt32_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184303_GSM2069847_Pt32_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069848,SRR3184304,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184304_GSM2069848_Pt35_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184304_GSM2069848_Pt35_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069849,SRR3184305,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184305_GSM2069849_Pt37_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184305_GSM2069849_Pt37_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA312948,GSM2069850,SRR3184306,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184306_GSM2069850_Pt38_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA312948/fastq/SRR3184306_GSM2069850_Pt38_Homo_sapiens_RNA-Seq_2.fastq.gz
