bioproject,sample,run,read1,read2
PRJNA476140,GSM3190474,SRR7344554,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344554_GSM3190474_39-3-31-14_S15_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344554_GSM3190474_39-3-31-14_S15_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190475,SRR7344555,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344555_GSM3190475_39-8-25-14_S16_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344555_GSM3190475_39-8-25-14_S16_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190476,SRR7344556,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344556_GSM3190476_42-10-17-14_S3_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344556_GSM3190476_42-10-17-14_S3_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190477,SRR7344557,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344557_GSM3190477_42-11-24-14_S4_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344557_GSM3190477_42-11-24-14_S4_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190478,SRR7344558,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344558_GSM3190478_42-12-30-14_S5_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344558_GSM3190478_42-12-30-14_S5_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190479,SRR7344559,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344559_GSM3190479_MGH422-092815.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344559_GSM3190479_MGH422-092815.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190480,SRR7344560,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344560_GSM3190480_MGH422-110515.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344560_GSM3190480_MGH422-110515.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190481,SRR7344561,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344561_GSM3190481_62-10-2-13_S6_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344561_GSM3190481_62-10-2-13_S6_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190482,SRR7344562,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344562_GSM3190482_62-5-27-14_S7_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344562_GSM3190482_62-5-27-14_S7_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190483,SRR7344563,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344563_GSM3190483_62-7-8-14_S8_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344563_GSM3190483_62-7-8-14_S8_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190484,SRR7344564,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344564_GSM3190484_MGH208_031115-1.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344564_GSM3190484_MGH208_031115-1.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190485,SRR7344565,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344565_GSM3190485_MGH208_031115-2.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344565_GSM3190485_MGH208_031115-2.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190486,SRR7344566,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344566_GSM3190486_MGH208_051315.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344566_GSM3190486_MGH208_051315.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190487,SRR7344567,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344567_GSM3190487_MGH39_033114.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344567_GSM3190487_MGH39_033114.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190488,SRR7344568,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344568_GSM3190488_MGH39_082514-1.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344568_GSM3190488_MGH39_082514-1.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190489,SRR7344569,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344569_GSM3190489_MGH39_082514-2.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344569_GSM3190489_MGH39_082514-2.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190490,SRR7344570,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344570_GSM3190490_MGH39_082514-3.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344570_GSM3190490_MGH39_082514-3.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190491,SRR7344571,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344571_GSM3190491_MGH39_082514-4.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344571_GSM3190491_MGH39_082514-4.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190492,SRR7344572,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344572_GSM3190492_MGH39_082514-5.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344572_GSM3190492_MGH39_082514-5.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190493,SRR7344573,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344573_GSM3190493_MGH39_103114.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344573_GSM3190493_MGH39_103114.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190494,SRR7344574,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344574_GSM3190494_MGH42_101714.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344574_GSM3190494_MGH42_101714.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190495,SRR7344575,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344575_GSM3190495_MGH42_101714_1.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344575_GSM3190495_MGH42_101714_1.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190496,SRR7344576,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344576_GSM3190496_MGH42_112414.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344576_GSM3190496_MGH42_112414.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190497,SRR7344577,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344577_GSM3190497_MGH42_112414_1.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344577_GSM3190497_MGH42_112414_1.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190498,SRR7344578,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344578_GSM3190498_MGH42_122914-1.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344578_GSM3190498_MGH42_122914-1.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190499,SRR7344579,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344579_GSM3190499_MGH42_122914-2_1.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344579_GSM3190499_MGH42_122914-2_1.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
PRJNA476140,GSM3190500,SRR7344580,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344580_GSM3190500_MGH42_122914_1.bam_Homo_sapiens_RNA-Seq_1.fastq.gz,/mnt/data/data_gc/20250713_immuno-analysis/data/00_fastq/PRJNA476140/fastq/SRR7344580_GSM3190500_MGH42_122914_1.bam_Homo_sapiens_RNA-Seq_2.fastq.gz
